Timestamp,Hostname,Service,Message
01-08-2024 11:25,combo,sshd(pam_unix)[21971],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.78.209.108  user=root
01-08-2024 11:26,combo,sshd(pam_unix)[21975],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.78.209.108  user=root
01-08-2024 11:26,combo,sshd(pam_unix)[21977],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.78.209.108  user=root
01-08-2024 11:26,combo,sshd(pam_unix)[21979],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.78.209.108  user=root
01-08-2024 11:26,combo,sshd(pam_unix)[21985],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.78.209.108  user=root
01-08-2024 11:26,combo,sshd(pam_unix)[21981],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.78.209.108  user=root
01-08-2024 11:26,combo,sshd(pam_unix)[21983],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.78.209.108  user=root
01-08-2024 11:26,combo,sshd(pam_unix)[21986],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.78.209.108  user=root
01-08-2024 14:57,combo,sshd(pam_unix)[22295],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.95.232.206  user=root
01-08-2024 14:57,combo,sshd(pam_unix)[22297],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.95.232.206  user=root
01-08-2024 14:57,combo,sshd(pam_unix)[22298],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.95.232.206  user=root
01-08-2024 14:57,combo,sshd(pam_unix)[22299],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.95.232.206  user=root
01-08-2024 14:57,combo,sshd(pam_unix)[22301],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.95.232.206  user=root
01-08-2024 14:57,combo,sshd(pam_unix)[22305],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.95.232.206  user=root
01-08-2024 14:57,combo,sshd(pam_unix)[22306],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.95.232.206  user=root
01-08-2024 14:57,combo,sshd(pam_unix)[22308],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.95.232.206  user=root
01-08-2024 14:57,combo,sshd(pam_unix)[22309],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.95.232.206  user=root
01-08-2024 14:57,combo,sshd(pam_unix)[22310],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.95.232.206  user=root
01-08-2025 04:06,combo,su(pam_unix)[23776],session opened for user cyrus by (uid=0)
01-08-2025 04:06,combo,su(pam_unix)[23776],session closed for user cyrus
01-08-2025 04:06,combo,logrotate,ALERT exited abnormally with [1]
01-08-2025 04:12,combo,su(pam_unix)[25010],session opened for user news by (uid=0)
01-08-2025 04:12,combo,su(pam_unix)[25010],session closed for user news
01-08-2025 07:50,combo,ftpd[25369],connection from 211.72.151.162 () at Thu Aug 25 07:50:54 2005 
01-08-2025 07:50,combo,ftpd[25374],connection from 211.72.151.162 () at Thu Aug 25 07:50:54 2005 
01-08-2025 07:50,combo,ftpd[25373],connection from 211.72.151.162 () at Thu Aug 25 07:50:54 2005 
01-08-2025 07:50,combo,ftpd[25366],connection from 211.72.151.162 () at Thu Aug 25 07:50:54 2005 
01-08-2025 07:50,combo,ftpd[25372],connection from 211.72.151.162 () at Thu Aug 25 07:50:54 2005 
01-08-2025 07:50,combo,ftpd[25371],connection from 211.72.151.162 () at Thu Aug 25 07:50:54 2005 
01-08-2025 07:50,combo,ftpd[25370],connection from 211.72.151.162 () at Thu Aug 25 07:50:54 2005 
01-08-2025 07:50,combo,ftpd[25376],connection from 211.72.151.162 () at Thu Aug 25 07:50:54 2005 
01-08-2025 07:50,combo,ftpd[25367],connection from 211.72.151.162 () at Thu Aug 25 07:50:54 2005 
01-08-2025 07:50,combo,ftpd[25375],connection from 211.72.151.162 () at Thu Aug 25 07:50:54 2005 
01-08-2025 07:50,combo,ftpd[25368],connection from 211.72.151.162 () at Thu Aug 25 07:50:54 2005 
01-08-2025 07:50,combo,ftpd[25377],connection from 211.72.151.162 () at Thu Aug 25 07:50:54 2005 
01-08-2025 07:50,combo,ftpd[25378],connection from 211.72.151.162 () at Thu Aug 25 07:50:56 2005 
01-08-2025 07:50,combo,ftpd[25379],connection from 211.72.151.162 () at Thu Aug 25 07:50:56 2005 
01-08-2025 18:30,combo,sshd(pam_unix)[26305],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.99.254.124  user=root
01-08-2025 18:30,combo,sshd(pam_unix)[26303],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.99.254.124  user=root
01-08-2025 18:30,combo,sshd(pam_unix)[26304],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.99.254.124  user=root
01-08-2025 18:30,combo,sshd(pam_unix)[26313],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.99.254.124  user=root
01-08-2025 18:30,combo,sshd(pam_unix)[26310],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.99.254.124  user=root
01-08-2025 18:30,combo,sshd(pam_unix)[26309],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.99.254.124  user=root
01-08-2025 18:30,combo,sshd(pam_unix)[26311],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.99.254.124  user=root
01-08-2025 18:30,combo,sshd(pam_unix)[26312],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.99.254.124  user=root
01-08-2025 18:37,combo,sshd(pam_unix)[26323],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=217.146.215.123  user=root
01-08-2026 04:05,combo,su(pam_unix)[27852],session opened for user cyrus by (uid=0)
01-08-2026 04:05,combo,su(pam_unix)[27852],session closed for user cyrus
01-08-2026 04:05,combo,logrotate,ALERT exited abnormally with [1]
01-08-2026 04:11,combo,su(pam_unix)[28225],session opened for user news by (uid=0)
01-08-2026 04:11,combo,su(pam_unix)[28225],session closed for user news
01-08-2027 02:31,combo,sshd(pam_unix)[21248],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.233.104.78  user=root
01-08-2027 02:31,combo,sshd(pam_unix)[21249],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.233.104.78  user=root
01-08-2027 02:31,combo,sshd(pam_unix)[21252],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.233.104.78  user=root
01-08-2027 02:31,combo,sshd(pam_unix)[21253],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.233.104.78  user=root
01-08-2027 02:31,combo,sshd(pam_unix)[21255],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.233.104.78  user=root
01-08-2027 02:31,combo,sshd(pam_unix)[21258],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.233.104.78  user=root
01-08-2027 02:31,combo,sshd(pam_unix)[21262],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.233.104.78  user=root
01-08-2027 02:32,combo,sshd(pam_unix)[21260],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.233.104.78  user=root
01-08-2027 02:32,combo,sshd(pam_unix)[21264],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.233.104.78  user=root
01-08-2027 02:32,combo,sshd(pam_unix)[21265],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.233.104.78  user=root
01-08-2027 02:32,combo,sshd(pam_unix)[21268],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.233.104.78  user=root
01-08-2027 02:32,combo,sshd(pam_unix)[21270],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.233.104.78  user=root
01-08-2027 04:03,combo,su(pam_unix)[21723],session opened for user cyrus by (uid=0)
01-08-2027 04:03,combo,su(pam_unix)[21723],session closed for user cyrus
01-08-2027 04:03,combo,logrotate,ALERT exited abnormally with [1]
01-08-2027 04:09,combo,su(pam_unix)[22948],session opened for user news by (uid=0)
01-08-2027 04:09,combo,su(pam_unix)[22948],session closed for user news
01-08-2027 05:08,combo,sshd(pam_unix)[23081],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.99.33.2  user=root
01-08-2027 05:08,combo,sshd(pam_unix)[23085],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.99.33.2  user=root
01-08-2027 05:08,combo,sshd(pam_unix)[23082],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.99.33.2  user=root
01-08-2027 05:08,combo,sshd(pam_unix)[23088],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.99.33.2  user=root
01-08-2027 05:08,combo,sshd(pam_unix)[23091],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.99.33.2  user=root
01-08-2027 05:08,combo,sshd(pam_unix)[23092],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.99.33.2  user=root
01-08-2027 05:08,combo,sshd(pam_unix)[23093],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.99.33.2  user=root
01-08-2027 05:08,combo,sshd(pam_unix)[23098],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.99.33.2  user=root
01-08-2027 05:08,combo,sshd(pam_unix)[23097],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.99.33.2  user=root
01-08-2027 13:03,combo,sshd(pam_unix)[23786],check pass; user unknown
01-08-2027 13:03,combo,sshd(pam_unix)[23786],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=s010600112fb9bd72.vf.shawcable.net 
01-08-2027 13:03,combo,sshd(pam_unix)[23790],check pass; user unknown
01-08-2027 13:03,combo,sshd(pam_unix)[23790],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=s010600112fb9bd72.vf.shawcable.net 
01-08-2027 13:03,combo,sshd(pam_unix)[23787],check pass; user unknown
01-08-2027 13:03,combo,sshd(pam_unix)[23787],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=s010600112fb9bd72.vf.shawcable.net 
01-08-2027 13:03,combo,sshd(pam_unix)[23784],check pass; user unknown
01-08-2027 13:03,combo,sshd(pam_unix)[23784],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=s010600112fb9bd72.vf.shawcable.net 
01-08-2027 13:03,combo,sshd(pam_unix)[23789],check pass; user unknown
01-08-2027 13:03,combo,sshd(pam_unix)[23789],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=s010600112fb9bd72.vf.shawcable.net 
01-08-2027 13:03,combo,sshd(pam_unix)[23791],check pass; user unknown
01-08-2027 13:03,combo,sshd(pam_unix)[23791],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=s010600112fb9bd72.vf.shawcable.net 
01-08-2027 13:03,combo,sshd(pam_unix)[23785],check pass; user unknown
01-08-2027 13:03,combo,sshd(pam_unix)[23785],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=s010600112fb9bd72.vf.shawcable.net 
01-08-2027 13:03,combo,sshd(pam_unix)[23782],check pass; user unknown
01-08-2027 13:03,combo,sshd(pam_unix)[23782],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=s010600112fb9bd72.vf.shawcable.net 
01-08-2027 13:03,combo,sshd(pam_unix)[23788],check pass; user unknown
01-08-2027 13:03,combo,sshd(pam_unix)[23788],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=s010600112fb9bd72.vf.shawcable.net 
01-08-2027 13:03,combo,sshd(pam_unix)[23783],check pass; user unknown
01-08-2027 13:03,combo,sshd(pam_unix)[23783],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=s010600112fb9bd72.vf.shawcable.net 
01-08-2027 13:40,combo,ftpd[23863],connection from 218.146.61.230 () at Sat Aug 27 13:40:38 2005 
01-08-2027 13:40,combo,ftpd[23860],connection from 218.146.61.230 () at Sat Aug 27 13:40:38 2005 
01-08-2027 13:40,combo,ftpd[23847],connection from 218.146.61.230 () at Sat Aug 27 13:40:38 2005 
01-08-2027 13:40,combo,ftpd[23862],connection from 218.146.61.230 () at Sat Aug 27 13:40:38 2005 
01-08-2027 13:40,combo,ftpd[23861],connection from 218.146.61.230 () at Sat Aug 27 13:40:38 2005 
01-08-2027 13:40,combo,ftpd[23850],connection from 218.146.61.230 () at Sat Aug 27 13:40:38 2005 
01-08-2027 13:40,combo,ftpd[23859],connection from 218.146.61.230 () at Sat Aug 27 13:40:38 2005 
01-08-2027 13:40,combo,ftpd[23855],connection from 218.146.61.230 () at Sat Aug 27 13:40:38 2005 
01-08-2027 13:40,combo,ftpd[23856],connection from 218.146.61.230 () at Sat Aug 27 13:40:38 2005 
01-08-2027 13:40,combo,ftpd[23851],connection from 218.146.61.230 () at Sat Aug 27 13:40:38 2005 
01-08-2027 13:40,combo,ftpd[23849],connection from 218.146.61.230 () at Sat Aug 27 13:40:38 2005 
01-08-2027 13:40,combo,ftpd[23852],connection from 218.146.61.230 () at Sat Aug 27 13:40:38 2005 
01-08-2027 13:40,combo,ftpd[23858],connection from 218.146.61.230 () at Sat Aug 27 13:40:38 2005 
01-08-2027 13:40,combo,ftpd[23848],connection from 218.146.61.230 () at Sat Aug 27 13:40:38 2005 
01-08-2027 13:40,combo,ftpd[23853],connection from 218.146.61.230 () at Sat Aug 27 13:40:38 2005 
01-08-2027 13:40,combo,ftpd[23857],connection from 218.146.61.230 () at Sat Aug 27 13:40:38 2005 
01-08-2027 13:40,combo,ftpd[23846],connection from 218.146.61.230 () at Sat Aug 27 13:40:38 2005 
01-08-2027 13:40,combo,ftpd[23854],connection from 218.146.61.230 () at Sat Aug 27 13:40:38 2005 
01-08-2027 13:40,combo,ftpd[23865],connection from 218.146.61.230 () at Sat Aug 27 13:40:39 2005 
01-08-2027 13:40,combo,ftpd[23866],connection from 218.146.61.230 () at Sat Aug 27 13:40:39 2005 
01-08-2027 13:40,combo,ftpd[23864],connection from 218.146.61.230 () at Sat Aug 27 13:40:39 2005 
01-08-2027 13:40,combo,ftpd[23867],connection from 218.146.61.230 () at Sat Aug 27 13:40:39 2005 
01-08-2027 15:56,combo,sshd(pam_unix)[24095],check pass; user unknown
01-08-2027 15:56,combo,sshd(pam_unix)[24095],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62.154.184.86 
01-08-2027 15:56,combo,sshd(pam_unix)[24097],check pass; user unknown
01-08-2027 15:56,combo,sshd(pam_unix)[24097],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62.154.184.86 
01-08-2027 15:56,combo,sshd(pam_unix)[24098],check pass; user unknown
01-08-2027 15:56,combo,sshd(pam_unix)[24098],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62.154.184.86 
01-08-2027 15:56,combo,sshd(pam_unix)[24099],check pass; user unknown
01-08-2027 15:56,combo,sshd(pam_unix)[24099],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62.154.184.86 
01-08-2027 15:56,combo,sshd(pam_unix)[24102],check pass; user unknown
01-08-2027 15:56,combo,sshd(pam_unix)[24102],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62.154.184.86 
01-08-2027 15:56,combo,sshd(pam_unix)[24104],check pass; user unknown
01-08-2027 15:56,combo,sshd(pam_unix)[24104],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62.154.184.86 
01-08-2027 15:56,combo,sshd(pam_unix)[24106],check pass; user unknown
01-08-2027 15:56,combo,sshd(pam_unix)[24106],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62.154.184.86 
01-08-2027 15:56,combo,sshd(pam_unix)[24107],check pass; user unknown
01-08-2027 15:56,combo,sshd(pam_unix)[24107],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62.154.184.86 
01-08-2027 15:56,combo,sshd(pam_unix)[24108],check pass; user unknown
01-08-2027 15:56,combo,sshd(pam_unix)[24108],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62.154.184.86 
01-08-2027 15:56,combo,sshd(pam_unix)[24113],check pass; user unknown
01-08-2027 15:56,combo,sshd(pam_unix)[24113],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62.154.184.86 
01-08-2027 18:15,combo,ftpd[24335],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:14 2005 
01-08-2027 18:15,combo,ftpd[24334],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:14 2005 
01-08-2027 18:15,combo,ftpd[24336],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:14 2005 
01-08-2027 18:15,combo,ftpd[24337],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:14 2005 
01-08-2027 18:15,combo,ftpd[24342],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:17 2005 
01-08-2027 18:15,combo,ftpd[24343],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:17 2005 
01-08-2027 18:15,combo,ftpd[24345],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:17 2005 
01-08-2027 18:15,combo,ftpd[24346],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:17 2005 
01-08-2027 18:15,combo,ftpd[24344],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:17 2005 
01-08-2027 18:15,combo,ftpd[24348],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:17 2005 
01-08-2027 18:15,combo,ftpd[24347],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:17 2005 
01-08-2027 18:15,combo,ftpd[24349],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:17 2005 
01-08-2027 18:15,combo,ftpd[24352],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:17 2005 
01-08-2027 18:15,combo,ftpd[24350],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:17 2005 
01-08-2027 18:15,combo,ftpd[24353],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:17 2005 
01-08-2027 18:15,combo,ftpd[24351],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:17 2005 
01-08-2027 18:15,combo,ftpd[24354],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:17 2005 
01-08-2027 18:15,combo,ftpd[24355],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:18 2005 
01-08-2027 18:15,combo,ftpd[24356],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:18 2005 
01-08-2027 18:15,combo,ftpd[24357],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:18 2005 
01-08-2027 18:15,combo,ftpd[24358],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:18 2005 
01-08-2027 18:30,combo,ftpd[24342],User unknown timed out after 900 seconds at Sat Aug 27 18:30:17 2005 
01-08-2027 18:30,combo,ftpd[24345],User unknown timed out after 900 seconds at Sat Aug 27 18:30:17 2005 
01-08-2027 18:30,combo,ftpd[24346],User unknown timed out after 900 seconds at Sat Aug 27 18:30:17 2005 
01-08-2027 18:30,combo,ftpd[24347],User unknown timed out after 900 seconds at Sat Aug 27 18:30:17 2005 
01-08-2027 18:30,combo,ftpd[24349],User unknown timed out after 900 seconds at Sat Aug 27 18:30:18 2005 
01-08-2027 18:30,combo,ftpd[24352],User unknown timed out after 900 seconds at Sat Aug 27 18:30:18 2005 
01-08-2027 18:30,combo,ftpd[24350],User unknown timed out after 900 seconds at Sat Aug 27 18:30:18 2005 
01-08-2027 18:30,combo,ftpd[24355],User unknown timed out after 900 seconds at Sat Aug 27 18:30:18 2005 
01-08-2028 02:06,combo,ftpd[25038],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sun Aug 28 02:06:11 2005 
01-08-2028 02:06,combo,ftpd[25039],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sun Aug 28 02:06:11 2005 
01-08-2028 02:06,combo,ftpd[25040],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sun Aug 28 02:06:12 2005 
01-08-2028 02:06,combo,ftpd[25041],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sun Aug 28 02:06:12 2005 
01-08-2028 02:06,combo,ftpd[25043],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sun Aug 28 02:06:20 2005 
01-08-2028 02:06,combo,ftpd[25044],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sun Aug 28 02:06:21 2005 
01-08-2028 02:06,combo,ftpd[25045],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sun Aug 28 02:06:22 2005 
01-08-2028 02:06,combo,ftpd[25046],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sun Aug 28 02:06:22 2005 
01-08-2028 02:06,combo,ftpd[25047],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sun Aug 28 02:06:23 2005 
01-08-2028 02:06,combo,ftpd[25048],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sun Aug 28 02:06:30 2005 
01-08-2028 02:06,combo,ftpd[25049],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sun Aug 28 02:06:31 2005 
01-08-2028 02:06,combo,ftpd[25050],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sun Aug 28 02:06:32 2005 
01-08-2028 02:06,combo,ftpd[25051],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sun Aug 28 02:06:32 2005 
01-08-2028 02:06,combo,ftpd[25052],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sun Aug 28 02:06:33 2005 
01-08-2028 02:06,combo,ftpd[25053],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sun Aug 28 02:06:40 2005 
01-08-2028 02:06,combo,ftpd[25054],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sun Aug 28 02:06:41 2005 
01-08-2028 02:06,combo,ftpd[25055],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sun Aug 28 02:06:42 2005 
01-08-2028 02:06,combo,ftpd[25056],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sun Aug 28 02:06:42 2005 
01-08-2028 02:06,combo,ftpd[25057],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sun Aug 28 02:06:43 2005 
01-08-2028 02:06,combo,ftpd[25058],connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sun Aug 28 02:06:50 2005 
01-08-2028 04:10,combo,su(pam_unix)[25614],session opened for user cyrus by (uid=0)
01-08-2028 04:10,combo,su(pam_unix)[25614],session closed for user cyrus
01-08-2028 04:10,combo,cups,cupsd shutdown succeeded
01-08-2028 04:10,combo,cups,cupsd startup succeeded
01-08-2028 04:10,combo,syslogd 1.4.1,restart.
01-08-2028 04:10,combo,logrotate,ALERT exited abnormally with [1]
01-08-2028 04:16,combo,su(pam_unix)[26207],session opened for user news by (uid=0)
01-08-2028 04:16,combo,su(pam_unix)[26207],session closed for user news
01-08-2028 09:59,combo,ftpd[29805],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005 
01-08-2028 09:59,combo,ftpd[29801],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005 
01-08-2028 09:59,combo,ftpd[29804],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005 
01-08-2028 09:59,combo,ftpd[29802],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005 
01-08-2028 09:59,combo,ftpd[29803],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005 
01-08-2028 09:59,combo,ftpd[29800],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005 
01-08-2028 09:59,combo,ftpd[29794],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005 
01-08-2028 09:59,combo,ftpd[29807],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005 
01-08-2028 09:59,combo,ftpd[29806],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005 
01-08-2028 09:59,combo,ftpd[29798],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005 
01-08-2028 09:59,combo,ftpd[29795],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005 
01-08-2028 09:59,combo,ftpd[29789],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005 
01-08-2028 09:59,combo,ftpd[29788],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005 
01-08-2028 09:59,combo,ftpd[29797],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005 
01-08-2028 09:59,combo,ftpd[29791],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005 
01-08-2028 09:59,combo,ftpd[29796],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005 
01-08-2028 09:59,combo,ftpd[29799],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005 
01-08-2028 09:59,combo,ftpd[29787],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005 
01-08-2028 09:59,combo,ftpd[29792],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005 
01-08-2028 09:59,combo,ftpd[29793],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005 
01-08-2028 09:59,combo,ftpd[29790],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005 
01-08-2028 09:59,combo,ftpd[29809],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:35 2005 
01-08-2028 09:59,combo,ftpd[29808],connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:35 2005 
01-08-2029 04:03,combo,su(pam_unix)[31721],session opened for user cyrus by (uid=0)
01-08-2029 04:03,combo,su(pam_unix)[31721],session closed for user cyrus
01-08-2029 04:03,combo,logrotate,ALERT exited abnormally with [1]
01-08-2029 04:09,combo,su(pam_unix)[479],session opened for user news by (uid=0)
01-08-2029 04:10,combo,su(pam_unix)[479],session closed for user news
